Date,Open,High,Low,Close,Adj Close,Volume
2022-08-15,90.650002,92.290001,90.459999,92.019997,88.809303,7348900
2022-08-16,91.480003,92.269997,91.339996,91.820000,88.616280,5953800
2022-08-17,90.389999,91.830002,90.349998,91.349998,88.162682,5499000
2022-08-18,91.169998,92.000000,90.989998,91.730003,88.529434,4664800
2022-08-19,90.650002,90.919998,89.660004,90.010002,86.869438,6264100
2022-08-22,88.430000,88.860001,87.709999,88.459999,85.373512,6452800
2022-08-23,88.459999,89.250000,87.959999,88.300003,85.219101,7487700
2022-08-24,87.989998,89.040001,87.809998,88.599998,85.508629,5262400
2022-08-25,89.070000,90.099998,88.800003,89.910004,86.772942,4943300
2022-08-26,90.339996,90.489998,86.720001,86.809998,83.781090,7911500
2022-08-29,86.139999,86.430000,85.059998,85.349998,82.372032,7505300
2022-08-30,86.139999,86.230003,84.209999,84.430000,81.484131,8849400
2022-08-31,84.610001,85.940002,84.059998,85.220001,82.246567,9223100
2022-09-01,84.669998,86.209999,83.389999,86.169998,83.163422,7830800
2022-09-02,87.360001,89.029999,85.720001,86.400002,83.385399,9974400
2022-09-06,86.750000,86.839996,83.160004,85.129997,82.159706,10689300
2022-09-07,84.370003,87.260002,84.370003,86.860001,83.829346,7592700
2022-09-08,86.529999,88.489998,86.000000,88.440002,85.354210,8446700
2022-09-09,89.220001,89.820000,88.800003,89.459999,86.338631,5976200
2022-09-12,90.000000,91.040001,89.849998,90.150002,87.004555,8030800
2022-09-13,88.010002,88.680000,86.800003,87.050003,84.012718,7890700
2022-09-14,87.540001,88.110001,86.129997,87.180000,84.138184,8341100
2022-09-15,87.339996,89.459999,87.250000,88.260002,85.180496,8883100
2022-09-16,87.400002,87.699997,85.580002,87.430000,84.379456,20988900
2022-09-19,86.120003,89.019997,86.080002,88.720001,85.624451,6011500
2022-09-20,88.099998,88.449997,86.370003,87.190002,84.147842,8092300
2022-09-21,87.900002,89.150002,86.349998,86.360001,83.346794,9707800
2022-09-22,86.910004,87.250000,84.269997,84.769997,81.812263,8376300
2022-09-23,83.279999,83.690002,80.220001,81.510002,78.666023,9990500
2022-09-26,80.919998,81.660004,79.010002,79.760002,76.977074,8496000
2022-09-27,80.699997,80.849998,78.349998,79.480003,76.706841,6855400
2022-09-28,79.760002,81.889999,79.690002,81.470001,78.627411,6693500
2022-09-29,80.800003,81.029999,79.029999,79.860001,77.073593,5892700
2022-09-30,79.769997,81.160004,78.860001,79.010002,76.253250,8090900
2022-10-03,80.050003,80.980003,78.320000,80.379997,77.575439,8169200
2022-10-04,82.199997,84.739998,81.800003,83.970001,81.040184,7875000
2022-10-05,82.029999,83.589996,81.379997,83.110001,80.210190,5956500
2022-10-06,82.449997,83.190002,81.129997,81.309998,78.472984,6434800
2022-10-07,80.699997,80.790001,78.379997,78.930000,76.176041,7180900
2022-10-10,79.440002,79.720001,77.820000,78.410004,75.674171,5418000
2022-10-11,77.919998,78.410004,76.540001,77.000000,74.313370,6271100
2022-10-12,76.989998,77.800003,76.330002,76.599998,73.927322,6411600
2022-10-13,74.980003,79.660004,74.669998,79.320000,76.552422,11811500
2022-10-14,77.230003,79.059998,74.830002,75.300003,72.672691,13658500
2022-10-17,76.809998,78.239998,76.330002,77.139999,74.448494,11412400
2022-10-18,79.800003,80.589996,78.379997,79.440002,76.668243,9767800
2022-10-19,79.150002,79.589996,77.370003,77.639999,74.931046,7429600
2022-10-20,77.629997,78.540001,76.139999,76.599998,73.927322,7638100
2022-10-21,76.610001,79.529999,76.220001,79.220001,76.455917,8149000
2022-10-24,79.529999,81.099998,78.570000,79.430000,76.658585,8143300
2022-10-25,78.610001,80.669998,78.610001,80.510002,77.700912,8173600
2022-10-26,80.599998,82.050003,80.580002,80.910004,78.086945,7733400
2022-10-27,82.000000,82.480003,80.599998,80.690002,77.874626,6466400
2022-10-28,80.269997,82.300003,79.510002,82.220001,80.120773,7816100
2022-10-31,81.769997,83.360001,81.690002,82.169998,80.072052,9087400
